ITEM,PRICE
DJI Avata Fly Smart Combo,"₱57,707.00"
DJI Mini 3 Pro (DJI RC),"₱38,990.00"
DJI Mavic 3 Fly More Combo,"₱137,490.00"
DJI Mavic 3 Cine Premium Combo,"₱271,490.00"
DJI Mavic 3,"₱106,990.00"
DJI Mavic Mini SE Fly More Combo,"₱22,960.00"
Pgytech Filter for Mavic Mini-UVETD,₱550.00
DJI Mini 2 Fly More Combo,"₱29,890.00"
DJI PHANTOM INSPIRE 1 QUICK RELEASE PROPELLERS (1345S),₱600.00
DJI Spark Pgytech Hand Guard,₱800.00
DJI PART 41 GRIP FOR RONIN-M / RONIN-MX,"₱14,000.00"
DJI Mavic Air 2S Standard Fly More Combo,"₱72,090.00"
Panasonic DC-G9M2 with 12-60mm Leica Lens Camera Kit,"₱179,990.00"
Panasonic DC-G9M2 Digital Camera Body Only,"₱139,990.00"
Benro Aluminum Tripod with S2 Pro Video Head A1573FS2PRO,"₱8,991.00"
Godox LDX100R LED Panel Light Bi-Color RGBWW,"₱27,800.00"
Aputure Light Dome Mini III,"₱7,220.00"
Aputure Amaran PT4C 2-Light Production Kit,"₱51,500.00"
Red Komodo 6K Camera,"₱380,000.00"
Sekonic Exposure Meters C-800 Spectrometer,"₱99,999.00"
Sony FE 300mm F2.8 GM OSS Lens [PreOrder],"₱360,990.00"
Sony a9 III (ILCE-9M3) Mirrorless Camera Body Only [PreOrder],"₱349,599.00"
"Godox GM7S 7"" 4K HDMI Camera Monitor","₱18,800.00"
Canon RF 24-105mm F2.8L IS USM Z Lens,"₱205,998.00"
Canon RF 200-800mm F6.3-9 IS USM Lens,"₱130,998.00"
Aputure Amaran 100X S-100W Ultra-High SSI Bi-Color Bowens Mount LED,"₱15,800.00"
Rode Wireless Pro,"₱22,800.00"
Fotopro Carbon Fiber X-Airfly Max Video Tripod,"₱11,565.00"
Godox Grid Soft Box FS50 for FH50,"₱1,550.00"
Godox Flexible Handheld RGB LED Light FH50R,"₱13,000.00"
Godox Flexible Handheld Bi-Color LED Light FH50Bi,"₱9,990.00"
"Rode NT1000 Ultra Versatile 1"" Studio Condenser Microphone","₱17,020.00"
"Rode M5 Matched Pair Compact 1/2"" Cardioid Condenser Microphone","₱10,120.00"
Godox MS300-D Studio 3-Light Flash Kit ,"₱26,500.00"
Godox MS200-D Studio 3-Light Flash Kit ,"₱24,990.00"
Rode M3 Studio and Location Multi-Powered Condenser Microphone,"₱7,360.00"
Rode NTG-8 Shotgun Microphone ,"₱54,140.00"
Rode NTG-5 Location Recording Kit,"₱27,416.00"
Rode NTG-4+ Shotgun Mic,"₱20,700.00"
Zhiyun Crane M3S Combo,"₱20,100.00"
Zhiyun Crane M3S,"₱16,550.00"
Amaran 60X S Bi-Color LED Light,"₱11,800.00"
Panasonic HC-X20GC 4K & Full-HD Camcorder,"₱180,491.00"
Panasonic AG-CX10 4K Camcorder,"₱170,991.00"
Godox Litemons LA200Bi Bi-Color LED Light,"₱13,549.00"
Godox Litemons LA150Bi Bi-Color LED Light,"₱10,990.00"
Tilta Tiltaing Canon RF Mount to PL Mount Adapter with Adjustable Back Focus,"₱27,500.00"
Tilta Tiltaing Mini Matte Box,"₱5,500.00"
Tilta Tiltaing Mini Follow Focus,"₱5,500.00"
Tilta Full Camera Cage for Red Komodo,"₱10,000.00"
Tilta Adjustable Top Handle,"₱6,000.00"
Tilta 15mm Rod Black,"₱1,500.00"
Red Canon Drop-In Clear Filter A,"₱10,450.00"
Samyang 50mm F1.4 AF II For Sony E Mount,"₱39,990.00"
Samyang 50mm T1.5 VDSLR Mk2 for Canon RF,"₱30,210.00"
Samyang 35mm T1.5 VDSLR Mk2 for Canon RF,"₱32,775.00"
Canon XA-60 Professional UHD 4K Camcorder,"₱105,060.00"
Viltrox S 56mm T1.5 for Micro 4/3,"₱18,800.00"
Canon EOS C70 Cinema Camera,"₱295,318.16"
Tamron A063S 28-75mm F2.8 DI III VXD Sony E-Mount,"₱44,999.00"
Canon C100 II Body,"₱204,238.16"
Atomos Ninja Ultra 5-inch 1000NIT HDR Monitor Recorder for Mirrorless and Cine Cameras,"₱51,000.00"
Blackmagic Pocket Cinema Camera 4K,"₱96,700.00"
Blackmagic Micro Cinema Camera,"₱75,700.00"
Aputure Amaran PT2C 2-Light Production Kit,"₱35,500.00"
Canon Drop-In Filter Mount Adapter EF-EOS R with Variable ND Filter,"₱28,600.00"
Viltrox S 33mm T1.5 for Micro 4/3,"₱18,800.00"
Viltrox S 23mm T1.5 for Micro 4/3,"₱18,800.00"
Samyang 14mm T3.1 VDSLR II for Canon,"₱21,000.00"
Rodecaster Duo Integrated Audio Production Studio,"₱26,220.00"
Panasonic HC-X2GC 4K & Full-HD Camcorder,"₱227,991.00"
Godox SL60IIBI Bi-Color LED Video Light,"₱5,995.00"
Nanlite FS-150B Monolight Bi-color Kit,"₱12,690.00"
